0,1,2,3,4,5,6,7,8,9
12.57381074453704,10.233215668591585,7.2204439175182875,17.421554337335277,8.305775938277076,4.348236882552679,5.752112402200428,9.609792371466634,12.704892772013329,11.830164965507677
8.393040163112985,13.943960341902873,3.3468334955859285,3.1341454833654976,10.597381943118144,6.538105643055078,13.08369191580267,15.43717589598747,14.46651340503039,11.05915171303896
18.244271456265228,13.941559468381131,9.238882331735148,10.070219497633309,7.6459068384567,13.387137768385667,5.047868887894621,4.598589304927877,13.048473172535488,4.777091273784819
9.366683924876604,7.419437588506608,4.4511675362435135,9.03897707998455,18.046098781919042,18.925171804062966,12.637708105823792,5.179232898109035,11.756685856455174,3.1788364240187152
11.018498833093114,6.571154206874786,15.070214312969691,9.252818773769656,10.220884086372429,4.064760845389795,20.6130252308734,9.150002946074451,9.742169402627136,4.296471361955557
15.043066890084283,8.388125371835145,8.011089879352543,9.246867162635802,10.35506438663287,4.160585946281281,14.266554113911642,6.451674465397255,15.283842427917055,8.79312935595213
5.802587979162481,3.2342134628206285,6.534921295688953,14.284666215887952,8.741235376327642,10.298650138450578,15.535694986175045,9.959091563328283,14.795739529749707,10.813199452408725
13.13843564688322,13.267830012124177,7.609001253236053,3.897403639989939,12.293025896566604,12.651780256480672,11.848141812375898,9.979349321186097,9.430856727120783,5.884175434036583
11.348387664414089,10.254479618284902,15.914988967748734,6.0882923567660905,6.875936842084503,14.60858121974988,12.944371665845836,3.0070686302296554,6.40368109419792,12.5542119406784
13.292559508395515,7.561389568566762,11.118043277192447,3.435659232357587,15.957072792040508,3.7690134099344186,12.270449781890347,12.60474067213532,14.072373016774723,5.918698740712383
16.071026326504672,3.498393304828312,15.7732553336792,9.078986343436048,8.168097907660627,5.023647188732712,6.3322771057456455,12.822457414689929,5.189226718156903,18.042632356565953
8.110368178552827,3.9728923839923644,9.794987203858037,13.470547479902889,10.72940621196647,7.206928134795214,13.609028385200808,6.643515361182323,14.223715788122837,12.238610872426227
14.301399029017475,13.208521221610816,7.868978215049044,7.6158105624369545,6.67465760880044,13.427222468886393,17.25013560860111,4.198220641313732,9.678992305716196,5.776062338567821
5.475358027490196,3.724340232834416,15.797975165588873,8.30722320278124,14.631333681035441,3.107285635631275,13.705623191143438,10.352686335115887,17.222276915174632,7.675897613204596
11.409689735040859,7.439569209931834,4.2329984704859065,4.522436097460482,8.383705073989226,5.104282963772114,16.212729247752435,20.576933724490765,14.350424094078832,7.767231382997555
7.558198245053949,8.114230818904824,8.920751771582209,12.634902119362193,8.365785360824027,13.323791363466578,5.711067647553565,14.727723485365873,9.395217231702198,11.248331956184607
11.881030896151701,18.534791239381303,17.046125421655557,6.465422279320452,8.70374869192409,8.570655712502816,10.200830165441703,5.4832726121530095,7.829475447142673,5.284647534326693
8.746294938447123,7.945144614690467,22.869602120726125,20.29213271571582,7.364832694925466,7.757814775074988,8.926975152583147,3.0482756311245724,6.245877417865586,6.803049938846718
11.375606266861302,10.463417706787464,8.565432029824946,12.922006673583622,8.979152828135408,9.992511701346295,8.073402434101043,7.832342620325281,10.219191035719387,11.576936703315257
9.89527775029155,14.333622939368274,13.55198533748188,13.031017623456314,5.1175025747583,14.651528477937545,10.304046308778995,4.154601117496025,8.234176374261397,6.726241496169706
